LAST, FIRST, ID, DEBUT
Buzas,Joe,buzaj101,04/17/1945
Buzhardt,John,buzhj101,09/10/1958
Byerly,Bud,byerb103,09/26/1943
Byers,Bill,byerb101,04/15/1904
Byers,Randy,byerr001,09/07/1987
Bynum,Freddie,bynuf001,08/30/2005
Bynum,Mike,bynum001,08/17/2002
Byrd,Harry,byrdh101,04/21/1950
Byrd,Jeff,byrdj101,06/20/1977
Byrd,Jim,byrdj001,05/31/1993
Byrd,Marlon,byrdm001,09/08/2002
Byrd,Paul,byrdp001,07/28/1995
Byrd,Samuel,byrds101,05/11/1929
Byrdak,Tim,byrdt001,08/07/1998
Byrne,Bobby,byrnb101,04/11/1907
Byrne,Charlie,byrnc801,06/15/1885
Byrne,Jerry,byrnj102,08/31/1929
Byrne,Tommy,byrnt101,04/27/1943
Byrne,Walter,burnu901,05/25/1882
Byrnes,Eric,byrne001,08/22/2000
Byrnes,Jim,byrnj101,04/19/1906
Byrnes,Milt,byrnm101,04/21/1943
Byron,Lord,byrol901,04/10/1913
Bystrom,Marty,bystm001,09/07/1980
Caballero,Putsy,cabap101,09/14/1944
Cabell,Enos,cabee001,09/17/1972
Cabrera,Al,cabra101,05/16/1913
Cabrera,Alex,cabra001,06/26/2000
Cabrera,Asdrubal,cabra002,08/08/2007
Cabrera,Daniel,cabrd001,05/13/2004
Cabrera,Everth,cabre001,04/08/2009
Cabrera,Fernando,cabrf002,08/20/2004
Cabrera,Francisco,cabrf001,07/24/1989
Cabrera,Jolbert,cabrj002,04/12/1998
Cabrera,Jose,cabrj001,07/15/1997
Cabrera,Melky,cabrm002,07/07/2005
Cabrera,Miguel,cabrm001,06/20/2003
Cabrera,Orlando,cabro001,09/03/1997
Cacek,Craig,cacec101,06/18/1977
Caceres,Edgar,cacee001,06/08/1995
Cadahia,Chino,cadac801,04/02/2007
Cadaret,Greg,cadag001,07/05/1987
Cadore,Leon,cadol101,04/28/1915
Cady,Charlie,cadyc101,09/05/1883
Cady,Hick,cadyh101,04/26/1912
Cafego,Tom,cafet101,09/03/1937
Caffie,Joe,caffj101,09/13/1956
Caffyn,Ben,caffb101,08/21/1906
Cage,Wayne,cagew101,04/22/1978
Cahill,John,cahij101,05/31/1884
Cahill,Tom,cahit101,04/09/1891
Cahill,Trevor,cahit001,04/07/2009
Cain,Bob,cainb101,09/18/1949
Cain,Les,cainl101,04/28/1968
Cain,Lorenzo,cainl001,07/16/2010
Cain,Matt,cainm001,08/29/2005
Cain,Sugar,cains101,04/15/1932
Cairncross,Cameron,cairc001,07/20/2000
Cairo,Miguel,cairm001,04/17/1996
Caithamer,George,caitg101,09/17/1934
Calderon,Ivan,caldi001,08/10/1984
Calderone,Sam,calds101,04/19/1950
Caldwell,Bruce,caldb101,06/30/1928
Caldwell,Charlie,caldc101,07/07/1925
Caldwell,Earl,calde101,09/08/1928
Caldwell,Mike,caldm001,09/04/1971
Caldwell,Ralph,caldr102,09/10/1904
Caldwell,Ray,caldr101,09/09/1910
Calero,Kiko,calek001,04/02/2003
Calhoun,Bill,calhb101,04/24/1913
Calhoun,Jack,calhj101,06/27/1902
Calhoun,Jeff,calhj001,09/02/1984
Cali,Carmen,calic001,09/08/2004
Caligiuri,Fred,calif101,09/03/1941
Calihan,Will,caliw101,04/17/1890
Callaghan,Marty,callm101,04/13/1922
Callaghan,Pat,callp101,05/01/1884
Callahan,Ben,callb101,06/22/1983
Callahan,Dave,calld101,09/14/1910
Callahan,Ed,calle101,07/19/1884
Callahan,Jim,callj104,05/25/1902
Callahan,Jimmy,calln101,05/12/1894
Callahan,Joe,callj102,09/13/1939
Callahan,John,callj103,09/03/1898
Callahan,John,kalaj101,09/29/1903
Callahan,Leo,calll101,04/09/1913
Callahan,Ray,callr101,09/12/1915
Callahan,Wese,callw101,09/07/1913
Callaspo,Alberto,calla001,08/06/2006
Callaway,Frank,callf101,09/17/1921
Callaway,Mickey,callm001,06/12/1999
Callison,Johnny,callj101,09/09/1958
Calloway,Ron,callr001,03/31/2003
Calmus,Dick,calmd101,04/22/1963
Calvert,Mark,calvm001,04/17/1983
Calvert,Paul,calvp101,09/24/1942
Calvo,Jack,calvj101,05/09/1913
Calzado,Napoleon,calzn001,05/29/2005
Camacho,Ernie,camae001,05/22/1980
Camacho,Joe,camaj801,04/07/1969
Cambria,Fred,cambf101,08/26/1970
Camelli,Hank,cameh101,10/03/1943
Cameron,Jack,camej101,09/13/1906
Cameron,Kevin,camek001,04/05/2007
Cameron,Mike,camem001,08/27/1995
Camilli,Dolph,camid102,09/09/1933
Camilli,Doug,camid101,09/25/1960
Camilli,Lou,camil101,08/09/1969
Caminiti,Ken,camik001,07/16/1987
Cammack,Eric,camme001,04/28/2000
Camnitz,Harry,camnh102,09/29/1909
Camnitz,Howie,camnh101,04/22/1904
Camp,Howie,camph102,09/19/1917
Camp,Kid,campk101,05/03/1892
Camp,Lew,campl101,08/25/1892
Camp,Rick,campr001,09/15/1976
Camp,Shawn,camps002,04/05/2004
Campagna,Frank,campf901,04/13/1979
Campana,Tony,campt001,05/17/2011
Campanella,Roy,campr102,04/20/1948
Campaneris,Bert,campb101,07/23/1964
Campanis,Al,campa101,09/23/1943
Campanis,Jim,campj105,09/20/1966
Campau,Count,campc101,07/07/1888
Campbell,Archie,campa102,04/21/1928
Campbell,Bick,campb901,04/10/1928
Campbell,Bill,campb001,07/14/1973
Campbell,Billy,campb103,04/17/1905
Campbell,Bob,campb902,04/12/1979
Campbell,Brett,campb002,09/07/2006
Campbell,Bruce,campb102,09/12/1930
Campbell,Dan,campd901,09/03/1890
Campbell,Dave,campd101,09/17/1967
Campbell,Dave,campd102,05/06/1977
Campbell,Gilly,campg101,04/25/1933
Campbell,Hugh,camph101,04/28/1873
Campbell,Jim,campj104,07/17/1962
Campbell,Jim,campj103,04/11/1970
Campbell,Jim,campj001,08/21/1990
Campbell,Joe,campj101,05/03/1967
Campbell,John,campj102,07/23/1933
Campbell,Kevin,campk001,07/19/1991
Campbell,Marc,campm102,09/30/1907
Campbell,Michael,campm101,04/28/1873
Campbell,Mike,campm001,07/04/1987
Campbell,Paul,campp101,04/15/1941
Campbell,Ron,campr101,09/01/1964
Campbell,Sam,camps101,10/11/1890
Campbell,Soup,camps104,04/21/1940
Campbell,Vin,campv101,06/06/1908
Camper,Cardell,campc102,09/11/1977
Campfield,Sal,camps103,05/15/1896
Campillo,Jorge,campj002,05/20/2005
Campisi,Sal,camps102,08/15/1969
Campos,Angel,campa902,05/03/2007
Campos,Frank,campf101,09/11/1951
Campusano,Sil,camps001,04/04/1988
Canale,George,canag001,09/03/1989
Canate,Willie,canaw001,04/16/1993
Canavan,Hugh,canah101,04/23/1918
Canavan,Jim,canaj101,04/08/1891
Cancel,Robinson,cancr001,09/03/1999
Candaele,Casey,candc001,06/05/1986
Candelaria,John,candj001,06/08/1975
Candini,Milo,candm101,05/01/1943
Candiotti,Tom,candt001,08/08/1983
Caneira,John,canej101,09/10/1977
Cangelosi,John,cangj001,06/30/1985
Canizares,Barbaro,canib001,06/11/2009
Canizaro,Jay,canij001,04/28/1996
Cannell,Rip,cannr101,04/14/1904
Cannizaro,Andy,canna001,09/05/2006
Cannizzaro,Chris,cannc101,04/17/1960
Cannon,Joe,cannj101,09/22/1977
Cano,Jose,canoj001,08/28/1989
Cano,Robinson,canor001,05/03/2005
Canseco,Jose,cansj001,09/02/1985
Canseco,Ozzie,canso001,07/18/1990
Cantillon,Joe,cantj801,04/11/1907
Cantrell,Guy,cantg101,08/18/1925
Cantu,Jorge,cantj001,07/17/2004
Cantwell,Ben,cantb102,08/19/1927
Cantwell,Mike,cantm101,09/17/1916
Cantwell,Tom,cantt101,05/19/1909
Cantz,Bart,cantb101,07/25/1888
Canzler,Russ,canzr001,09/15/2011
Capel,Mike,capem001,05/07/1988
Capellan,Jose,capej001,09/12/2004
Capilla,Doug,capid101,09/12/1976
Capps,Matt,cappm001,09/16/2005
Cappuzzello,George,cappg101,05/31/1981
Capra,Buzz,caprb101,09/15/1971
Capra,Nick,caprn001,09/06/1982
Capri,Pat,caprp101,07/16/1944
Capron,Ralph,caprr101,04/25/1912
Capuano,Chris,capuc001,05/04/2003
Caraballo,Ramon,carar001,09/09/1993
Caraco,Joe,caraj901,04/26/1995
Carapazza,Vic,carav901,04/09/2010
Caraway,Pat,carap101,04/19/1930
Carbine,John,carbj101,05/08/1875
Carbo,Bernie,carbb101,09/02/1969
Carden,John,cardj102,05/18/1946
Cardenal,Jose,cardj101,04/14/1963
Cardenas,Leo,cardl101,07/25/1960
Cardinal,Conrad,cardc101,04/11/1963
Cardona,Javier,cardj001,05/31/2000
Cardoni,Ben,cardb101,08/22/1943
Cardwell,Don,cardd101,04/21/1957
Carew,Rod,carer001,04/11/1967
Carey,Andy,carea101,05/02/1952
Carey,Max,carem101,10/03/1910
Carey,P.J.,carep801,04/01/1997
Carey,Paul,carep001,05/25/1993
Carey,Roger,carer101,07/09/1887
Carey,Scoops,cares101,04/26/1895
Carey,Tom,caret101,05/04/1871
Carey,Tom,caret102,07/19/1935
Carfrey,Ed,caffu101,04/19/1890
Cargo,Bobby,cargb101,10/06/1892
Caridad,Esmailin,carie001,08/10/2009
Carignan,Andrew,caria001,09/02/2011
Carisch,Fred,carif101,08/31/1903
Carl,Fred,carlf101,07/25/1889
Carl,Lew,carll102,09/09/1874
Carleton,Jim,carlj102,05/04/1871
Carleton,Tex,carlt101,04/17/1932
Carlin,Billy,carlb901,08/11/1885
Carlin,Jim,carlj101,07/26/1941
Carlin,Luke,carll001,05/10/2008
Carlisle,Walter,carlw101,05/08/1908
Carlos,Cisco,carlc102,08/25/1967
Carlsen,Don,carld101,04/28/1948
Carlson,Dan,carld001,09/13/1996
Carlson,Hal,carlh101,04/13/1917
Carlson,Jesse,carlj001,04/10/2008
Carlson,Leon,carll101,05/31/1920
Carlson,Mark,carlm901,06/11/1999
Carlstrom,Swede,carls101,09/12/1911
Carlton,Steve,carls001,04/12/1965
Carlucci,Dave,carld801,04/01/1996
Carlyle,Buddy,carlb001,08/29/1999
Carlyle,Cleo,carlc101,05/16/1927
Carlyle,Roy,carlr101,04/16/1925
Carman,Don,carmd001,10/01/1983
Carman,George,carmg101,09/04/1890
Carmel,Duke,carmd101,09/10/1959
Carmichael,Chet,carmc101,09/05/1909
Carmona,Fausto,carmf001,04/15/2006
Carmona,Rafael,carmr001,05/18/1995
Carnett,Eddie,carne101,04/19/1941
Carnevale,Danny,carnd801,04/07/1970
Carney,Bill,carnb101,08/22/1904
Carney,John,carnj101,04/24/1889
Carney,Pat,carnp101,09/20/1901
Carney,Red,carnr901,06/12/1924
Carp,Mike,carpm001,06/17/2009
Carpenter,Andrew,carpa001,08/27/2008
Carpenter,Bill,carpb901,08/07/1897
Carpenter,Bob,carpb101,09/12/1940
Carpenter,Bubba,carpb001,05/13/2000
Carpenter,Chris,carpc002,05/12/1997
Carpenter,Chris,carpc003,06/14/2011
Carpenter,Cris,carpc001,05/14/1988
Carpenter,David,carpd001,06/30/2011
Carpenter,Hick,carph101,05/01/1879
Carpenter,John,carpj901,06/02/1874
Carpenter,Lew,carpl101,05/01/1943
Carpenter,Matt,carpm002,06/04/2011
Carpenter,Paul,carpp101,07/26/1916
Carpin,Frank,carpf101,05/25/1965
Carr,Charlie,carrc106,09/15/1898
Carr,Chuck,carrc001,04/28/1990
Carr,Lew,carrl101,07/02/1901
Carrara,Giovanni,carrg001,07/29/1995
Carrasco,Carlos,carrc003,09/01/2009
Carrasco,D.J.,carrd001,04/02/2003
Carrasco,Hector,carrh001,04/04/1994
Carrasquel,Alex,carra101,04/23/1939
Carrasquel,Chico,carrc105,04/18/1950
Carreno,Amalio,carra001,07/07/1991
Carreno,Joel,carrj002,08/23/2011
Carreon,Cam,carrc104,09/27/1959
Carreon,Mark,carrm001,09/08/1987
Carrera,Ezequiel,carre001,05/20/2011
Carrick,Bill,carrb102,07/30/1898
Carrigan,Bill,carrb101,07/07/1906
Carrigan,Sam,carrh901,04/11/1961
Carrillo,Cesar,carrc002,08/13/2009
Carrillo,Matias,carrm002,05/23/1991
Carrion,Leonel,carrl801,04/06/1987
Carrithers,Don,carrd104,08/01/1970
Carroll,Brett,carrb001,06/17/2007
Carroll,Chick,carrc101,04/17/1884
Carroll,Clay,carrc103,09/02/1964
Carroll,Cliff,carrc102,08/03/1882
Carroll,Dick,carrd101,09/25/1909
Carroll,Dixie,carrd103,09/12/1919
Carroll,Doc,carrd102,06/27/1916
Carroll,Ed,carre101,05/01/1929
Carroll,Fred,carrf101,05/01/1884
Carroll,Jamey,carrj001,09/11/2002
Carroll,Ownie,carro101,06/20/1925
Carroll,Pat,carrp101,05/10/1884
Carroll,Scrappy,carrs101,09/27/1884
Carroll,Tom,carrt102,05/07/1955
Carroll,Tom,carrt101,07/07/1974
Carsey,Kid,carsk102,04/08/1891
Carson,Al,carsa101,05/06/1910
Carson,Kit,carsk101,07/21/1934
Carson,Matt,carsm001,09/18/2009
Carswell,Frank,carsf101,04/17/1953
Carter,Andy,carta001,05/03/1994
Carter,Arnold,carta101,04/29/1944
Carter,Blackie,cartb101,10/03/1925
Carter,Chris,cartc001,06/05/2008
Carter,Chris,cartc002,08/09/2010
Carter,Dick,cartd801,04/10/1959
Carter,Gary,cartg001,09/16/1974
Carter,Howie,carth101,06/21/1926
Carter,Jeff,cartj002,07/31/1991
Carter,Joe,cartj001,07/30/1983
Carter,Lance,cartl002,09/15/1999
Carter,Larry,cartl001,09/06/1992
Carter,Nick,cartn101,04/14/1908
Carter,Paul,cartp101,09/15/1914
Carter,Sol,carts101,04/15/1931
Carter,Steve,carts001,04/16/1989
Cartwright,Ed,carte101,07/10/1890
Carty,Rico,cartr101,09/15/1963
Caruso,Mike,carum001,03/31/1998
Caruthers,Bob,carub101,09/07/1884
Carvajal,Marcos,carvm001,04/06/2005
Cary,Chuck,caryc001,08/22/1985
Cary,Scott,carys101,05/01/1947
Casale,Jerry,casaj101,09/14/1958
Casanova,Paul,casap101,09/18/1965
Casanova,Raul,casar001,05/24/1996
Cascarella,Joe,cascj101,04/17/1934
Case,Charlie,casec101,07/05/1901
Case,George,caseg101,09/08/1937
Casey,Bob,caseb102,07/17/1882
Casey,Dan,cased103,08/18/1884
Casey,Dennis,cased102,08/18/1884
Casey,Doc,cased101,09/14/1898
Casey,Hugh,caseh101,04/29/1935
Casey,Joe,casej101,10/01/1909
Casey,Sean,cases001,09/12/1997
Casey,Tommy,caseb101,08/17/1887
Cash,Dave,cashd101,09/13/1969
Cash,Kevin,cashk001,09/06/2002
Cash,Norm,cashn101,06/18/1958
Cash,Ron,cashr101,09/04/1973
Cashion,Carl,cashc101,08/04/1911
Cashner,Andrew,casha001,05/31/2010
Casian,Larry,casil001,09/09/1990
Casilla,Alexi,casia001,09/01/2006
Casilla,Santiago,garcj002,08/09/2004
Casimiro,Carlos,casic001,07/31/2000
Caskey,Craig,caskc101,07/19/1973
Caskin,Ed,caske101,05/01/1879
Cassady,Harry,cassh101,08/08/1904
Cassel,Jack,cassj001,08/10/2007
Cassevah,Bobby,cassb001,04/09/2010
Cassian,Ed,casse101,06/26/1891
Cassidy,Joe,cassj102,04/18/1904
Cassidy,John,cassj103,04/24/1875
Cassidy,Pete,cassp101,04/18/1896
Cassidy,Scott,casss001,04/01/2002
Cassini,Jack,cassj101,04/19/1949
Castellano,Pedro,castp001,05/30/1993
Caster,George,castg101,09/10/1934
Castiglia,Jim,castj102,04/14/1942
Castiglione,Pete,castp102,09/10/1947
Castilla,Vinny,castv001,09/01/1991
Castillo,Alberto,casta001,05/28/1995
Castillo,Alberto,casta002,07/08/2008
Castillo,Bobby,castr001,09/10/1977
Castillo,Braulio,castb001,08/18/1991
Castillo,Carlos,castc002,04/02/1997
Castillo,Carmelo,castc001,07/17/1982
Castillo,Frank,castf001,06/27/1991
Castillo,Jose,castj005,04/07/2004
Castillo,Juan,castj002,04/12/1986
Castillo,Juan,castj003,07/26/1994
Castillo,Luis,castl001,08/08/1996
Castillo,Manny,castm101,09/01/1980
Castillo,Marty,castm001,08/19/1981
Castillo,Tony,castt101,09/22/1978
Castillo,Tony,castt001,08/14/1988
Castillo,Welington,castw002,08/11/2010
Castillo,Wilkin,castw001,09/02/2008
Castino,John,castj001,04/06/1979
Castino,Vince,castv101,06/24/1943
Castle,Don,castd101,09/11/1973
Castle,John,castj101,04/25/1910
Castleman,Foster,castf101,08/04/1954
Castleman,Slick,casts101,05/09/1934
Castleton,Roy,castr101,04/16/1907
Castner,Paul,castp101,08/06/1923
Casto,Kory,castk001,04/03/2007
Castro,Bernie,castb002,09/01/2005
Castro,Bill,castb101,08/20/1974
Castro,Fabio,castf002,04/06/2006
Castro,Jason,castj006,06/22/2010
Castro,Jose,castj801,08/20/2008
Castro,Juan,castj004,09/02/1995
Castro,Lou,castl101,04/23/1902
Castro,Ramon,castr002,08/27/1999
Castro,Ramon,castr003,06/21/2004
Castro,Starlin,casts001,05/07/2010
Catalanotto,Frank,cataf001,09/03/1997
Cate,Troy,catet001,05/27/2007
Cater,Danny,cated101,04/14/1964
Cates,Eli,catee101,04/20/1908
Cather,Mike,cathm001,07/13/1997
Cather,Ted,catht101,09/23/1912
Cathey,Hardin,cathh101,04/16/1942
Cato,Keefe,catok001,06/13/1983
Caton,Howdy,catoh101,09/17/1917
Cattanach,John,cattj101,06/05/1884
Catterson,Tom,cattt101,09/19/1908
Caudill,Bill,caudb001,05/12/1979
Caulfield,Jake,caulj101,04/24/1946
Causey,Kevin,causk901,09/02/2006
Causey,Red,causr101,04/26/1918
Causey,Wayne,causw101,06/05/1955
Cavanaugh,Harry,cavah901,05/25/1875
Cavanaugh,James,kavau101,09/11/1872
Cavanaugh,John,cavaj101,07/07/1919
Cavarretta,Phil,cavap101,09/16/1934
Cavazos,Andy,cavaa001,06/07/2007
Cavenaugh,Dick,caved901,04/05/1979
Caveney,Ike,cavei101,04/12/1922
Cavet,Pug,cavep101,04/25/1911
Caylor,Ollie,caylo801,04/19/1885
Ceccarelli,Art,cecca101,05/03/1955
Cecena,Jose,cecej001,04/06/1988
Cecil,Brett,cecib001,05/05/2009
Cecil,Rex,cecir101,08/13/1944
Ceda,Jose,cedaj001,09/06/2010
Cedeno,Andujar,cedea001,09/02/1990
Cedeno,Cesar,cedec001,06/20/1970
Cedeno,Domingo,ceded001,05/19/1993
Cedeno,Roger,ceder001,06/20/1995
Cedeno,Ronny,ceder002,04/23/2005
Cedeno,Xavier,cedex001,09/16/2011
Cederstrom,Gary,cedeg901,06/02/1989
Center,Pete,centp101,09/11/1942
Cepeda,Orlando,cepeo101,04/15/1958
Cepicky,Matthew,cepim001,07/31/2002
Cerda,Jaime,cerdj001,06/28/2002
Cermak,Ed,cerme101,09/09/1901
Cerone,Rick,ceror001,08/17/1975
Cerros,Juan,cerrj001,09/08/2003
Cerutti,John,ceruj001,09/01/1985
Cerv,Bob,cervb101,08/01/1951
Cervelli,Francisco,cervf001,09/18/2008
Cervenak,Mike,cervm001,07/11/2008
Cey,Ron,cey-r001,09/03/1971
Chacin,Gustavo,chacg001,09/20/2004
Chacin,Jhoulis,chacj001,07/25/2009
Chacon,Elio,chace101,04/20/1960
Chacon,Shawn,chacs001,04/29/2001
Chadbourne,Chet,chadc101,09/17/1906
Chadwick,Ray,chadr001,07/29/1986
Chagnon,Leon,chagl101,10/05/1929
Chakales,Bob,chakb101,04/21/1951
Chalk,Dave,chald101,09/04/1973
Chalmers,George,chalg101,09/21/1910
Chamberlain,Bill,chamb103,08/02/1932
Chamberlain,Craig,chamc101,08/12/1979
Chamberlain,Ice Box,chame101,09/13/1886
Chamberlain,Joba,chamj002,08/07/2007
Chamberlain,Joe,chamj102,04/17/1934
Chamberlain,Wes,chamw001,08/31/1990
Chambers,Adron,chama002,09/06/2011
Chambers,Al,chama001,07/23/1983
Chambers,Bill,chamb102,07/11/1910
Chambers,Cliff,chamc102,04/24/1948
Chambers,Johnnie,chamj101,05/04/1937
Chambers,Rome,chamr101,05/07/1900
Chamblee,Jim,chamj001,08/24/2003
Chambliss,Chris,chamc001,05/28/1971
Champion,Bill,chamb101,06/04/1969
Champion,Mike,chamm101,09/14/1976
Chance,Bob,chanb101,09/04/1963
Chance,Dean,chand102,09/11/1961
Chance,Frank,chanf101,04/29/1898
Chandler,Ed,chane102,04/18/1947
Chandler,Moses,chanm901,05/11/1872
Chandler,Spud,chans101,05/06/1937
Chaney,Darrel,chand101,04/11/1969
Chaney,Esty,chane101,08/02/1913
Channell,Les,chanl101,05/11/1910
Chant,Charlie,chanc101,09/12/1975
Chapin,Darrin,chapd001,09/21/1991
Chaplin,Ed,chape102,09/04/1920
Chaplin,Tiny,chapt101,04/13/1928
Chapman,Aroldis,chapa001,08/31/2010
Chapman,Ben,chapb102,04/15/1930
Chapman,Calvin,chapc101,09/10/1935
Chapman,Ed,chape101,08/06/1933
Chapman,Frank,chapf101,07/22/1887
Chapman,Fred,chapf102,09/15/1939
Chapman,Glenn,chapg101,04/18/1934
Chapman,Harry,chaph102,10/06/1912
Chapman,Jack,chapj102,05/05/1874
Chapman,John,chapj101,06/28/1924
Chapman,Kelvin,chapk001,04/05/1979
Chapman,Ray,chapr101,08/30/1912
Chapman,Sam,chaps101,05/16/1938
Chapman,Travis,chapt001,09/09/2003
Chappas,Harry,chaph101,09/07/1978
Chappell,Larry,chapl101,07/18/1913
Chappelle,Bill,chapb101,08/20/1908
Charboneau,Joe,charj101,04/11/1980
Charles,Chappy,charc101,04/15/1908
Charles,Ed,chare101,04/11/1962
Charles,Frank,charf001,09/05/2000
Charlton,Norm,charn001,08/19/1988
Chartak,Mike,charm101,09/13/1940
Charton,Pete,charp101,04/19/1964
Chase,Hal,chash101,04/14/1905
Chase,Ken,chask101,04/23/1936
Chatham,Buster,chatb101,06/01/1930
Chatterton,Jim,chatj101,06/07/1884
Chatwood,Tyler,chatt001,04/11/2011
Chavarria,Ossie,chavo101,04/14/1966
Chaves,Rafael,chavr801,04/03/2006
Chavez,Angel,chava002,08/30/2005
Chavez,Anthony,chava001,09/02/1997
Chavez,Endy,chave002,05/29/2001
Chavez,Eric,chave001,09/08/1998
Chavez,Jesse,chavj001,08/27/2008
Chavez,Nestor,chavn101,09/09/1967
Chavez,Raul,chavr001,08/30/1996
Cheadle,Dave,chead101,09/16/1973
Chech,Charlie,checc101,04/14/1905
Checo,Robinson,checr001,09/16/1997
Cheek,Harry,cheeh101,04/30/1910
Cheeves,Virgil,cheev101,09/07/1920
Chelini,Italo,cheli101,09/12/1935
Chen,Bruce,chenb001,09/07/1998
Chen,Chin-Feng,chenc001,09/14/2002
Cheney,Larry,chenl101,09/09/1911
Cheney,Tom,chent101,04/21/1957
Cheppu,John,chepj901,05/25/1876
Cherry,Rocky,cherr001,04/23/2007
Chervinko,Paul,cherp101,05/30/1937
Chesbro,Jack,chesj101,07/12/1899
Chesnes,Bob,chesb101,05/06/1948
Chetkovich,Mitch,chetm101,04/19/1945
Chevez,Tony,chevt101,05/31/1977
Chiamparino,Scott,chias001,09/05/1990
Chiasson,Scott,chias002,09/19/2001
Chick,Travis,chict001,09/13/2006
Chico,Matt,chicm001,04/04/2007
Chiffer,Floyd,chiff001,04/07/1982
Child,Harry,chilh101,07/16/1930
Childers,Bill,chilb101,07/27/1895
Childers,Jason,chilj001,04/03/2006
Childers,Matt,chilm001,08/03/2002
Childress,Rocky,chilr001,05/17/1985
Childs,Cupid,chilc101,04/23/1888
Childs,Pete,chilp102,04/24/1901
Childs,Sam,chilu101,05/31/1883
Chiles,Pearce,chilp101,04/18/1899
Chiles,Rich,chilr101,04/20/1971
Chill,Ollie,chilo901,04/14/1914
Chiozza,Dino,chiod101,07/14/1935
Chiozza,Lou,chiol101,04/17/1934
Chipman,Bob,chipb101,09/28/1941
Chipman,Harry,chiph901,09/03/1883
Chipple,Walt,chipw101,04/17/1945
Chirinos,Robinson,chirr001,07/18/2011
Chisenhall,Lonnie,chisl001,06/27/2011
Chism,Tom,chist101,09/13/1979
Chiti,Dom,chitd801,04/12/1990
Chiti,Harry,chith101,09/27/1950
Chitren,Steve,chits001,09/05/1990
Chittum,Nelson,chitn101,08/17/1958
Chlupsa,Bob,chlub101,07/16/1970
Cho,Jin Ho,cho-j001,07/04/1998
Choate,Don,choad101,09/12/1960
Choate,Randy,choar001,07/01/2000
Choi,Hee-Seop,choih001,09/03/2002
Choo,Shin-Soo,choos001,04/21/2005
Chouinard,Bobby,choub001,05/26/1996
Chouinard,Felix,chouf101,09/11/1910
Chouneau,Chief,chouc101,10/09/1910
Chozen,Harry,chozh101,09/21/1937
Chris,Mike,chrim101,07/31/1979
Chrisley,Neil,chrin101,04/15/1957
Christal,Randy,crisr901,10/02/1984
Christenbury,Lloyd,chril103,09/20/1919
Christensen,Bruce,chrib102,07/17/1971
Christensen,Cuckoo,chric101,04/13/1926
Christensen,John,chrij001,09/13/1984
Christensen,McKay,chrim002,04/06/1999
Christenson,Gary,chrig101,09/01/1979
Christenson,Larry,chril101,04/13/1973
Christenson,Ryan,chrir001,04/20/1998
Christian,Bob,chrib101,09/02/1968
Christian,Justin,chrij003,06/24/2008
Christiansen,Clay,chric001,05/10/1984
Christiansen,Jason,chrij002,04/26/1995
Christman,Mark,chrim102,04/20/1938
Christman,Tim,chrit001,04/21/2001
Christmas,Steve,chris001,09/01/1983
Christopher,Joe,chrij101,05/26/1959
Christopher,Loyd,chril102,04/20/1945
Christopher,Mike,chrim001,09/10/1991
Christopher,Russ,chrir101,04/14/1942
Chulk,Vinnie,chulv001,09/08/2003
Church,Bubba,churb101,04/30/1950
Church,Hi,churh101,08/23/1890
Church,Len,churl101,08/27/1966
Church,Ryan,churr001,08/21/2004
Churn,Chuck,churc101,04/18/1957
Churry,John,churj101,05/24/1924
Chylak,Nestor,chyln901,04/13/1954
Ciaffone,Larry,ciafl101,04/17/1951
Cianfrocco,Archi,ciana001,04/08/1992
Ciardi,Mark,ciarm001,04/09/1987
Cias,Darryl,ciasd101,04/27/1983
Cicero,Joe,cicej101,09/20/1929
Cicotte,Al,cicoa101,04/22/1957
Cicotte,Eddie,cicoe101,09/03/1905
Cieslak,Ted,ciest101,04/18/1944
Cihocki,Al,cihoa101,04/17/1945
Cihocki,Ed,cihoe101,05/29/1932
Cimino,Pete,cimip101,09/22/1965
Cimoli,Gino,cimog101,04/19/1956
Cimorelli,Frank,cimof001,04/30/1994
Cintron,Alex,cinta001,07/24/2001
Ciola,Lou,cioll101,07/25/1943
Cipriani,Frank,ciprf101,09/08/1961
Ciriaco,Pedro,cirip001,09/08/2010
Cirillo,Jeff,cirij001,05/11/1994
Cisar,George,cisag101,09/09/1937
Cisco,Galen,ciscg101,06/11/1961
Cishek,Steve,cishs001,09/26/2010
Cissell,Bill,cissb101,04/11/1928
Citarella,Ralph,citar001,09/13/1983
Clabaugh,Moose,clabm101,08/30/1926
Clack,Bobby,clacb101,05/13/1874
Claggett,Anthony,claga001,04/18/2009
Claire,Davey,claid101,09/17/1920
Clancy,Al,clana101,06/20/1911
Clancy,Bill,clanb102,04/14/1905
Clancy,Bud,clanb101,08/29/1924
Clancy,Jim,clanj001,07/26/1977
Clanton,Uke,clanu101,09/21/1922
Clapinski,Chris,clapc001,07/17/1999
Clapp,Aaron,clapa101,05/01/1879
Clapp,John,clapj101,04/26/1872
Clapp,Stubby,claps001,06/18/2001
Clare,Denny,clard106,09/14/1872
Clarey,Doug,clard105,04/20/1976
Clark,Al,clara901,04/09/1976
Clark,Allie,clara102,08/05/1947
Clark,Bob,clarb106,04/17/1886
Clark,Bob,clarb105,05/26/1920
Clark,Bobby,clarb002,08/21/1979
Clark,Brady,clarb003,09/03/2000
Clark,Bryan,clarb001,04/11/1981
